revId,appId,text,revDate,revRating,revOwner
116958,24," its a really great app. i just wanted to get some edits done really quickly and this allowed me to do so! its such a small yet powerful app. really appreciate the hardwork put by the developer.","March 31, 2019",5,"Manas Hejmadi"
116959,24," Very effective","March 31, 2019",5,"RJ Monster"
116960,24," l was a little confused at first where it said drag the handles.Did not know what to do but I figured ot out.","March 31, 2019",5,"Myrna Cumberbatch"
116961,24," Awesome editing software","March 31, 2019",5,"Rajdip Mitra"
116962,24," very poor","March 31, 2019",1,"Educator's Biology"
116963,24," how to edit numberic value in photo editor. plz show me video","March 31, 2019",1,"sheetal bhosale"
116964,24," very nice have all most option needed...","March 31, 2019",5,"Anshul yadav"
116965,24," Get more plz...  (3d text )","March 31, 2019",4,"Lxmn G"
116966,24," its pocket size high performance is awesome","March 31, 2019",5,"PAWAN KASHYAP"
116967,24," super","March 30, 2019",5,"banda mahesh"
116968,24," Excellent..Best editor....","March 30, 2019",5,"Study is life"
116969,24," I was amazed this app is great easy to use very sophisticated fun to use and experiment any and all photos you may have highly recommended","March 30, 2019",5,"L P"
116970,24," amazing","March 30, 2019",5,"A Google user"
116971,24," Very very good and useful app for advance editing! i use it many times. some issue: undo (eg for clone with brush) are slow specially when number of actions increased.","March 30, 2019",5,"saeed serpooshan"
116972,24," Who else allows gamma curves? Also a great clean app! The only 5 stars I can remember in eight years of Android. love it!","March 30, 2019",5,"A Google user"
116973,24," fullfilled my needs","March 30, 2019",4,"A Google user"
116974,24," love this app. contains almost all frequently used features. very useful for me.","March 30, 2019",5,"Puja Das"
116975,24," It's really awesome and it does alot of editors work I need on the go. Very light and compatible.","March 30, 2019",5,"Dan-Jumbo Victor Sodienye"
116976,24," feeling happy","March 30, 2019",5,"A Google user"
116977,24," klasky Csupo","March 30, 2019",5,"A Google user"
116978,24," One of the best photo editor","March 30, 2019",5,"SK Safo"
116979,24," good do","March 30, 2019",5,"A Google user"
116980,24," UI doesn't matter , as lomg as the app is useful , Powerful app","March 30, 2019",5,"A Google user"
116981,24," nice app","March 30, 2019",5,"hrs x"
116982,24," oooo","March 30, 2019",1,"Bhupinder juss"
116983,24," update like pc Photoshop","March 30, 2019",5,"rajesh kumar"
116984,24," Very usefull app. I'm using this app for 7 months.","March 30, 2019",5,"A Google user"
116985,24," worst app","March 30, 2019",1,"Sunita Agarwal"
116986,24," Really excellent app. probably could do with a re-skin but for functionality its perfect for what I need. Ive tried a lot of mobile editors and none come close.","March 30, 2019",5,"Rob Ballantyne"
116987,24," 9k","March 30, 2019",5,"Sundran Kavisery"
116988,24," wonderful","March 29, 2019",5,"A Google user"
116989,24," best app light and fast","March 29, 2019",5,"Manjeet Mann Rajan"
116990,24," very good app","March 29, 2019",5,"Kamrul Islam"
116991,24," Best ever app available on playstore.......but you have to learn the uses of it, there are trillion of options...nothing is impossible for this photo editor to make changes in a photo. I rate it 100 ratting out of 5.","March 29, 2019",5,"A Google user"
116992,24," good app","March 29, 2019",5,"Sanjay Ghughal"
116993,24," Nice editor","March 29, 2019",5,"A Google user"
116994,24," love this app! i use it all the time!","March 29, 2019",4,"Tegan Deming"
116995,24," simple","March 29, 2019",1,"A Google user"
116996,24," I love this apppp!!!well done!!!!","March 29, 2019",5,"rayyan afridi"
116997,24," Many More options available...I have to learn...","March 29, 2019",5,"Sivamani A"
116998,24," very bad","March 29, 2019",1,"A Google user"
116999,24," Not opening.","March 29, 2019",1,tomons
117000,24," very good","March 29, 2019",5,"Hamed alajmi"
117001,24," I uinstalld it cuz cuz it did not work!!! TELL ME Y!?!?!?","March 29, 2019",1,"creeper stuff"
117002,24," bed","March 29, 2019",1,"A Google user"
117003,24," New virson are not setified","March 29, 2019",3,"Amit Prajapati"
117004,24," mast hai","March 29, 2019",5,"manoj nishad"
117005,24," Nice application","March 29, 2019",5,"A Google user"
117006,24," superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr","March 29, 2019",5,"A Google user"
117007,24," this waste appp","March 29, 2019",1,"A Google user"
117008,24," very nice apps ....use very simple","March 29, 2019",5,"jay ekka"
117009,24," Best for me","March 29, 2019",5,"nakul baba"
117010,24," Can't update .worst app .","March 29, 2019",1,"FIROZ KHAN PATHAN"
117011,24," omg","March 28, 2019",5,"Harikrishnan u"
117012,24," very useful.I like that photo editor.I think this is the best editor for android. good work.......","March 28, 2019",5,"Sabbir hossen"
117013,24," amazing app","March 28, 2019",5,"A Google user"
117014,24," ","March 28, 2019",5,"Sam Patel"
117015,24," I think it's great. It perfectly explains what it is and what will happen if you do something. The layout is a bit rough sometimes but it isn't a downside. This app is the best photo editor on the app store.","March 28, 2019",5,"A Google user"
117016,24," Worst app","March 28, 2019",1,"A Google user"
117017,24," provide a watermark option","March 28, 2019",4,"Mathematical guruji"
117018,24," nice app","March 28, 2019",5,"A Google user"
117019,24," this app is good","March 28, 2019",2,"A Google user"
117020,24," good","March 28, 2019",5,"A Google user"
117021,24," love it","March 28, 2019",5,"Melissa Mason"
117022,24," Nearly one year am using this editor.It is Gud app for editting once you learned tips and tricks.Even though some thing need to improve is its reediting which means once you finish add text work and give okey then u cannot futher modify it.","March 28, 2019",5,"A Google user"
117023,24," good","March 28, 2019",5,Mr.Ahmed
117024,24," Please add more effects like thermal or infrared.","March 28, 2019",4,"Ethan Bryant"
117025,24," best app for photo edit","March 28, 2019",5,"Sumit Shd"
117026,24," Am well pleased with this app. Please, the developer should try and bring in more features like background change, etc. l really love the app!","March 28, 2019",4,"A Google user"
117027,24," good","March 28, 2019",4,"arun arun"
117028,24," superb","March 28, 2019",5,"Vikas Meena"
117029,24," This app is very good I am talking mini Photoshop","March 28, 2019",5,"Ajeet singh"
117030,24," beauty","March 28, 2019",5,"Aditya Chandankar"
117031,24," did not have what I want","March 28, 2019",2,"Yee Hwee Lim"
117032,24," syper","March 27, 2019",5,"A Google user"
117033,24," Photo Editor Best App Super picsart Se bhi jyada Pawer full App hai","March 27, 2019",5,"arvind kumar"
117034,24," super","March 27, 2019",5,"MK Jangir"
117035,24,"  app ","March 27, 2019",5,"A KISHOR FAN"
117036,24," nice","March 27, 2019",5,"A Google user"
117037,24," terrible unfriendly to use","March 27, 2019",1,"A Google user"
117038,24," good","March 27, 2019",1,"Ulfat Mengal"
117039,24," powerfull tool! I'm impressed.","March 27, 2019",5,"Rick Bland"
117040,24," superb App. Fonts must increase. add more fonts.","March 27, 2019",5,"Prithvi R"
117041,24," sree","March 27, 2019",1,"A Google user"
117042,24," lot of tools missing.","March 27, 2019",1,"Mindtech Computers"
117043,24," bindasssssss app i use 3years ago","March 27, 2019",5,"Kashyap Suraj"
117044,24," nice","March 27, 2019",5,"A Google user"
117045,24," Best app for photo edit, all things can do by this app","March 26, 2019",5,"A Google user"
117046,24," nice","March 26, 2019",3,"A Google user"
117047,24," Super But Hindi language More Writhing Degin","March 26, 2019",5,"Deepak thakur"
117048,24," awesome","March 26, 2019",5,"A Google user"
117049,24," editing is easier than any other app","March 26, 2019",5,"Muthuvel Seenu"
117050,24," good","March 26, 2019",4,"Technical News"
117051,24," nice","March 26, 2019",5,"kamlesh kumar verma"
117052,24," simple and user friendly","March 26, 2019",5,"Daus Irvansyah"
117053,24," good.working","March 26, 2019",4,"Kaustav Bhuia"
117054,24," very useful","March 26, 2019",4,"khawaja usama"
117055,24," good app","March 26, 2019",5,"Jewel Rana"
117056,24," nice","March 26, 2019",5,"KS Editing"
117057,24," its just wow app. the features this app has are very unique, clean n high end. loved it","March 26, 2019",5,"upasna gupta"
117058,24," mada chod hai app na pic resize kerti hai na compress","March 26, 2019",1,"Chandan Jaiswal"
117059,24," Great app (26 Mar., 2019 ver.), multilayered editing, very PhotoShop-/Gimp-like, intuitive interface, full-featured, non-intrusive ads.","March 26, 2019",5,"Tim Nunes"
117060,24," Worst","March 26, 2019",1,"Parveen Malhotra"
117061,24," call vvgffgffg by at by t by yburncan rtg best f can","March 26, 2019",2,"A Google user"
117062,24," JUST LOVE IT.HOW COULD YOU ADD THIS MUCH OF FEATURES IN THIS SMALL.WHEN IT COME WITH PRACTICABLITY AND PRO EDITING.I WILL CHOOSE PHOTO EDITOR THAN PICSART.USING IT MORE THAN A YEAR NEVER DISAPPOINTED ME.BACKGROUND ERASER AND PHOTO EDITOR IS THE BEST COMBINATION TO MAKE YOUTUBE THUMBNAILS FOR ME. NB:...Full ReviewJUST LOVE IT.HOW COULD YOU ADD THIS MUCH OF FEATURES IN THIS SMALL.WHEN IT COME WITH PRACTICABLITY AND PRO EDITING.I WILL CHOOSE PHOTO EDITOR THAN PICSART.USING IT MORE THAN A YEAR NEVER DISAPPOINTED ME.BACKGROUND ERASER AND PHOTO EDITOR IS THE BEST COMBINATION TO MAKE YOUTUBE THUMBNAILS FOR ME. NB:(ignore this if your'e not a malayalai) my chan*el name is unni tech.suopor*t me","March 26, 2019",5,"A Google user"
117063,24," Not bad.","March 26, 2019",4,"Jitendra Kumar"
117064,24," Very Nice","March 26, 2019",5,"Ravi Mishra"
117065,24," awesome","March 26, 2019",5,"A Google user"
117066,24," nice","March 26, 2019",5,"A Google user"
117067,24," I  photo editor ","March 26, 2019",5,"Ritesh Gupta"
117068,24," great","March 25, 2019",5,"Reynalee Zarco"
117069,24," it always brings out my mind... exactly the way i want my design to be, is how it always comes out. i love it.","March 25, 2019",5,"Ranchoddus Tamptam"
117070,24," Wonderful app for photo editing, it contains all tools for editing. use it nd edit by simple methods.","March 25, 2019",5,"Rajasekhar Neeruganti"
117071,24," gd","March 25, 2019",5,"F A Rigan"
117072,24," this app is too good, orginal quality saving option..","March 25, 2019",5,"supriyo halder"
117073,24," nyc","March 25, 2019",5,"A Google user"
117074,24," good","March 25, 2019",5,"AMAREET YADAV"
117075,24," nyc","March 25, 2019",5,"A Google user"
117076,24," Very useful tool. What makes it better than other photo editing softwares in android is its small size","March 25, 2019",4,"A Google user"
117077,24," good app for editing photos","March 25, 2019",5,"The B.C Random"
117078,24," Excellent and helpful features to save a lot of time.","March 25, 2019",5,"Abodi Ali"
117079,24," very bad app","March 25, 2019",1,"samar muduli"
117080,24," this is on of the most importent application for me. thanx to devoloper","March 25, 2019",5,"Besharam 420"
117081,24," wow","March 25, 2019",5,"funn studio"
117082,24," my project is cool","March 25, 2019",5,"Jesus Cruz"
117083,24," very good","March 25, 2019",5,"A Google user"
117084,24," its so bad i actually regret even trying to use this even though usually i dont regret downloading anything even though it turns out bad. this is just too bad that i deleted it after 2 min of use. i cant pick fonts, there is no guidelines in using this, the filters are boring, its hard to edit thing...Full Reviewits so bad i actually regret even trying to use this even though usually i dont regret downloading anything even though it turns out bad. this is just too bad that i deleted it after 2 min of use. i cant pick fonts, there is no guidelines in using this, the filters are boring, its hard to edit things, and it sometimes glitches. please fix this otherwise ppl will keep getting dissapointed thankyou","March 25, 2019",1,"A Google user"
117085,24," sai h","March 25, 2019",5,"A Google user"
117086,24," A great app!","March 25, 2019",5,"Euro 73"
117087,24," awsm","March 25, 2019",5,"A Google user"
117088,24," ","March 25, 2019",5,"A Google user"
117089,24," Small but powerful, love it","March 24, 2019",5,"Afrizal Ghifari"
117090,24," So far its the best photoeditor i have ever used and user friendly, am looking forward to see 3d included also.... ","March 24, 2019",5,"Ras Obenn"
117091,24," Absulately brilliant app","March 24, 2019",5,"Sujan Karmaker"
117092,24," very good","March 24, 2019",5,"A Google user"
117093,24," Amazing app.. really love this","March 24, 2019",5,"Ali Tabarak"
117094,24," Ghatiya bakwas aaaa...thuuu...","March 24, 2019",1,"A Google user"
117095,24," super photo editer bhai","March 24, 2019",5,"Bobby Soni"
117096,24," good","March 24, 2019",5,"A Google user"
117097,24," awesome app","March 24, 2019",5,"mayur Kamble"
117098,24," brilliant photo editing","March 24, 2019",5,"A Google user"
117099,24," nice app","March 24, 2019",5,"Anil Bamniya"
117100,24," vgood","March 23, 2019",5,"George Philip"
117101,24," ","March 23, 2019",1,"A Google user"
117102,24," good image editor i love it 5*****","March 23, 2019",5,"enimykill10 pubg mobile"
117103,24," good","March 23, 2019",5,"A Google user"
117104,24," super","March 23, 2019",5,"A Google user"
117105,24," I'm in love","March 23, 2019",5,Dahmou
117106,24," Blody application","March 23, 2019",1,"AjItH V JaiMoN"
117107,24," The feature set is rivalled by no other app I know of, and it does this without sacrificing ease of use. Pop-ups are not intrusive, and you are not forced to pay for any functionality.","March 23, 2019",5,SuperRoboWizard
117108,24," I love this app. I can put my logo and other basic editing skills by this app. Snapseed and this one are my favourite apps","March 23, 2019",4,"Asish Bhz"
117109,24," very nice app l... i love this...","March 23, 2019",5,"Dhir kr"
117110,24," please add bulge/fish eye effect!! then it will be a perfect app!! please do add the effect!!","March 23, 2019",4,"UK 07"
117111,24," suresh kutty","March 23, 2019",5,"A Google user"
117112,24," good","March 23, 2019",5,"A Google user"
117113,24," nice experience ","March 23, 2019",4,"A Google user"
117114,24," less space and more features ","March 23, 2019",4,"Hip_hop at its best"
117115,24," happy","March 23, 2019",5,"A Google user"
117116,24," auto tone, and auto contrast, dont work","March 23, 2019",3,"A Google user"
117117,24," this is quality editing but add texture and cross text","March 22, 2019",5,"Ritesh Shelar"
117118,24," good app","March 22, 2019",2,"A Google user"
117119,24," this is a very good app","March 22, 2019",5,"A Google user"
117120,24," #Osm","March 22, 2019",4,"A Google user"
117121,24," Be your engineer of photography ;)","March 22, 2019",5,"Amir Izadi"
117122,24,"  cool","March 22, 2019",4,"A Google user"
117123,24," This app rocks. I use it a lot, usually to make captions on photos or internet memery. Either way, it's solid and has served me well for 7 years now.","March 22, 2019",5,"A Google user"
117124,24," nice","March 22, 2019",5,"A Google user"
117125,24," Uma Sugesto para o desenvolvedor e que ele coloque o recurso de camadas na ferramenta de desenho, espero que as proximas atualizaes venham com esse recurso","March 22, 2019",5,"Carlos Eduardo"
117126,24," that good apps","March 22, 2019",1,"A Google user"
117127,24," good editor","March 22, 2019",3,"A Google user"
117128,24," poor","March 22, 2019",1,"Channabasava Reddy"
117129,24," please update up to 1000010000","March 22, 2019",3,"A Google user"
117130,24," I will kk","March 22, 2019",1,"A Google user"
117131,24," very good app for photo editing","March 22, 2019",5,"A Google user"
117132,24," why we love this 1) this app surprise us evrytime with his unique feature 2) it's have all the feature and tools that help us to edit 3) very handy and simply outstanding user interface.","March 22, 2019",5,"suraj pawar"
117133,24," This app is very useful.","March 22, 2019",5,"A Google user"
117134,24," my fvrt best apps","March 22, 2019",5,"Raihanul Rimon"
117135,24," so in love with this app","March 21, 2019",5,"Gareth melusi"
117136,24," basically the android version of photoshop, very impressive and use it for everything.","March 21, 2019",5,"Scott White"
117137,24," naak","March 21, 2019",5,"A Google user"
117138,24," This app does so much so well. Just get it, buy out the adds, never look back. I do wish you exclude folders from the media library, but I'm not even sure that's possible with the android file picker.","March 21, 2019",5,"A Google user"
117139,24," i like this edit app.. but can you improve to use customer font in this app?","March 21, 2019",5,"A Google user"
117140,24," this app is great honestly. i do all of my art on it and its like, really good. however sometimes a few things get in my way and its upsetting sometimes, id love to see it changed in the future. sometimes i have to fiddle around with color replace and a lot of transparent images to do what i want to...Full Reviewthis app is great honestly. i do all of my art on it and its like, really good. however sometimes a few things get in my way and its upsetting sometimes, id love to see it changed in the future. sometimes i have to fiddle around with color replace and a lot of transparent images to do what i want to do. for one: a paint bucket tool in the drawing option with a sort of aliasing scale would be great, alongside layers. GOD layers in the drawing tool would be amazing. overall great editing app, tyvm","March 21, 2019",5,"A Google user"
117141,24," not bad","March 21, 2019",4,"Prince Erix"
117142,24," Easily the best photo editing app I've seen and used. Thank you so much.","March 21, 2019",5,"A Google user"
117143,24," fake app","March 21, 2019",1,"A Google user"
117144,24," very helpfull in smartphone","March 21, 2019",5,"Qohri Rizali"
117145,24," very good and nice","March 21, 2019",5,"Chandan Chaurasia"
117146,24," This app is a must for all my lifetime phones","March 21, 2019",5,"Joe ElAli"
117147,24," The other must-have photo tool, the first being decent camera hardware. the only feature i miss is saving files in a psd-like format.","March 21, 2019",5,"lalo lalouve"
117148,24," nice","March 21, 2019",5,"A Google user"
117149,24," It is the best photo editing app in the market place.I love it very much!!! pls add pdf maker from photo.Please add photo background changer.","March 21, 2019",5,"Md Kaydu"
117150,24," i like ","March 21, 2019",4,"Ranjit madkami"
117151,24," nice","March 21, 2019",5,"A Google user"
117152,24," I hope to add a ""color channel"", just like Photoshop","March 21, 2019",5,ta0m1
117153,24," sip","March 21, 2019",5,"Marra One"
117154,24," local app no good working.","March 21, 2019",1,"A Google user"
117155,24," kp FC cfikoo hi njv Lo","March 21, 2019",5,"Xolile Thuthani"
117156,24," Nice app","March 21, 2019",5,"M.J.M. Mafaz"
117157,24," looks very basic.....and it is. unfortunately a little too basic, seems it cant even impose 1 image on top of another for a meme. uninstall","March 21, 2019",2,"A Google user"
117158,24," very useful app...the more you practice it the better you understand its scope for editing.","March 21, 2019",4,"A Google user"
117159,24," its a v good app i like it","March 21, 2019",5,"A Google user"
117160,24," Kon banatha he aisa app","March 21, 2019",5,"A Google user"
117161,24," Excepcional piece of software! Very very good! Worth to be explored and learn how to correctly use the available functions!","March 21, 2019",5,"Rui Martins"
117162,24," Best photo editor in the world! BELIEVE THAT","March 21, 2019",5,"A Google user"
117163,24," ","March 20, 2019",5,"A Google user"
117164,24," clone option is too difficult to use","March 20, 2019",1,"Qy lei"
117165,24," not at all","March 20, 2019",3,"Prasanta bauri"
117166,24," this is the best","March 20, 2019",5,Mamta
117167,24," kenapa setiap kali cropping foto, setelah disimpan ukuran file hasil cropping nya menjadi lebih besar dari ukuran asli foto sebelum cropping?","March 20, 2019",3,"Awan Setyadjie"
117168,24," Awesome app ","March 20, 2019",5,"Sajid Editing"
117169,24," Perfect App For Photo editing 10 stars Developers need to work seriuosly on adding fonts and HInDI word wrap","March 20, 2019",5,"A Google user"
117170,24," good apps for editing","March 20, 2019",5,"imran Khan Loni"
117171,24," It's Good... Just Add A Lens Blur Effect...","March 20, 2019",5,"Sayan Cena"
117172,24," ee ? e.. ..s.","March 20, 2019",1,"vishesh pandey"
117173,24," this is the worst app ever so bad that I cannot tell you","March 20, 2019",1,"A Google user"
117174,24," pls open","March 20, 2019",5,"amit yadav"
117175,24," great","March 20, 2019",5,"A Google user"
117176,24," This app has helped me alot in resizing my photographs while filing my college forms. It also has good filter which is the best part of this app.","March 20, 2019",5,"A Google user"
117177,24," fu jdjb","March 20, 2019",1,"SUMIT KUMAR"
117178,24," This App Very Good work ,Best off luck this app oner","March 20, 2019",5,"A Google user"
117179,24," ","March 20, 2019",5,"A Google user"
117180,24," ","March 20, 2019",1,"pritam gadia"
117181,24," Developer,please give feature for save project.. thank you so much","March 20, 2019",5,"CHAN CHAN"
117182,24," 2good","March 20, 2019",5,"Ashish Thakur"
117183,24," this application is very nice... because its used easy. and i thik its application is very comfortable of any divice... in compare them as another application..","March 20, 2019",5,"Indian Agriculture"
117184,24," photo editing King application","March 20, 2019",5,"Shakeel Ahmad"
117185,24," jii","March 20, 2019",2,"A Google user"
117186,24," one of the best editors I've tried ","March 20, 2019",5,"A Google user"
117187,24," Facing issue while importing a photo using Text/Image button..","March 20, 2019",2,"ISHU XXX"
117188,24," osm","March 20, 2019",5,"Dilsher Singh"
117189,24," Nice","March 19, 2019",4,"pramod bhurke"
117190,24," Good","March 19, 2019",4,"ANAND SWAROOP"
117191,24," I like this editor. I can do a LOT on it & get pro results. What's not to like. You won't go wrong with this app. it's da ","March 19, 2019",5,"Paul Turnblom"
117192,24," very good app","March 19, 2019",5,"A Google user"
117193,24," This is the best photo app in the market! I've had this for 4 years now and I use on all my photos, images, etc to always enhance them! It's been on my Galaxy SkyRocket, Tab S, Galaxy S8, Galaxy Tab A, and my Galaxy S9. It's that good!","March 19, 2019",5,"Jon Cavallo"
117194,24," very good application. easy and useful","March 19, 2019",4,"Tapan Rajguru"
117195,24," ....","March 19, 2019",4,"p.ganesh Kumar"
117196,24," Very useful. But no smooth option and you should add ""remove watermark"" option too.","March 19, 2019",5,"Amit Malo"
117197,24," okk","March 19, 2019",1,"roshni binesh"
117198,24," Love the app it's very good for editing that's for sure!~","March 19, 2019",5,"A Google user"
117199,24," very poor","March 19, 2019",1,"Anthony Steele"
117200,24," first","March 19, 2019",5,"jack training"
117201,24," hatest . no star","March 19, 2019",1,"Kritisha Chhetri"
117202,24," nice app","March 19, 2019",5,"Hanif Hano"
117203,24," SURAJ Sahani Maharajganj","March 19, 2019",5,"I tech Mrj. And Vlogs"
117204,24,"    ","March 19, 2019",5,"No Edit"
117205,24," wow","March 19, 2019",5,"A Google user"
117206,24," hard to use","March 19, 2019",1,"A Google user"
117207,24," nice","March 19, 2019",1,"A Google user"
117208,24," I like very much","March 19, 2019",3,"Blario Joseph P.S"
117209,24," very good app","March 18, 2019",5,"A Google user"
117210,24," best of life enjoy","March 18, 2019",5,"A Google user"
117211,24," the best","March 18, 2019",5,"Florence Jay Munar"
117212,24," yjv","March 18, 2019",5,"A Google user"
117213,24," good app","March 18, 2019",4,"Shailendra Kumar Verma"
117214,24," I've been using this editor for years. This one is the most professional photo/image editor I found. It has almost tools I need for image editor compared to another editors, and so I fully agree to a guy's review here who said if it's the closest to PC style adobe photoshop. Thank you dev!","March 18, 2019",5,"Jan Eidluk"
117215,24," This App is Great. This App is easy to use and is light on storage.","March 18, 2019",5,"Liam De La Rosa"
117216,24," very cool photo editor..has all kinds of tools to crop, resize, draw, etc., including the ability to create a new blank screen to draw or text on and then you can copy to clipboard and or share the finished product. I'd recommend using a stylus if you want very thin lines/notations! Take a photo via...Full Reviewvery cool photo editor..has all kinds of tools to crop, resize, draw, etc., including the ability to create a new blank screen to draw or text on and then you can copy to clipboard and or share the finished product. I'd recommend using a stylus if you want very thin lines/notations! Take a photo via this app, edit it, clone portions, flip it, rotate it.... sky's the limit, then save it as a new image in the apps photo folder or elsewhere! Love this powerful phone app!","March 18, 2019",5,voodooutube1
117217,24," very nice app.","March 18, 2019",5,"munishkumar singh"
117218,24," good to use ..nice..needs mp3 songs too setting to merge anywhere","March 18, 2019",5,"Anil Menon"
117219,24," nice app","March 18, 2019",5,"Raushan Entertainment"
117220,24," nitish Kumar","March 18, 2019",5,"A Google user"
117221,24," batter than the other app","March 17, 2019",5,"A Google user"
117222,24," Superb","March 17, 2019",1,"A Google user"
117223,24," Small and best Photo Editor App","March 17, 2019",5,"A Google user"
117224,24," very nice app","March 17, 2019",5,"vinod mahiraniya"
117225,24," Best","March 17, 2019",5,"A Google user"
117226,24," works for what I need","March 17, 2019",5,"Jean Suttle"
117227,24," zindagii bana di","March 17, 2019",5,"A Google user"
117228,24," osm","March 17, 2019",5,"A Google user"
117229,24," good","March 17, 2019",3,"vinayak guddad"
117230,24," Good ","March 17, 2019",4,"A Google user"
117231,24," excellent","March 17, 2019",5,"Abdus Shafi"
117232,24," nice app for editing special for documents","March 17, 2019",4,"Vikas Sehgal"
117233,24," very powerful photo editor","March 17, 2019",5,"Mike Amos"
117234,24," image picker fail to slect 2nd image to join","March 17, 2019",1,"Moments Entertainment"
117235,24," Very nice app... I am using ds apps for 3 year... and I really love ds app","March 17, 2019",5,"Avi upadhyay"
117236,24," Very professional for just 5mb application. nice job! love the features, very complete.","March 17, 2019",5,"A Google user"
117237,24," The best photo editor...been using for years. it almost have everything you need.","March 17, 2019",5,"Christian Edzel Cruz"
117238,24," no colour to add text","March 17, 2019",1,"SRAVAN KUMAR"
117239,24," My PDF files are suddenly opening in this and there is no print option!?","March 17, 2019",1,"kathy mcnamara"
117240,24," very good!","March 17, 2019",4,"A Google user"
117241,24," Best app to edit photos / make memes hands down. It is even faster than using gimp or photoshop in my pc, and the results are very professional. I would love to have more control for some of the effects, but this is so far the app with more options I have found since 3 years ago.","March 17, 2019",5,Valygar
117242,24," nice","March 17, 2019",5,"A Google user"
117243,24," absolute Rubbish App","March 16, 2019",1,"MUKESH CHAUDHARY"
117244,24," world best editor","March 16, 2019",5,"Gaming center"
117245,24," super","March 16, 2019",5,"A Google user"
117246,24," very good","March 16, 2019",5,"jagjeet singh"
117247,24," awesome ","March 16, 2019",5,"AJAY CHANDRASHEKHAR"
117248,24," Best apps ,, must try ....","March 16, 2019",5,"DEBAPRASAD MANDAL"
117249,24," Superb !! A MUST HAVE APP ","March 16, 2019",5,"A Google user"
117250,24," i used this app just 5 times so i really dont have too much expirience with it. but i can tell you that its a good app and if you would wanna resize/edit your photo. ITS GOOD","March 16, 2019",4,"Dewi Yennita"
117251,24," I love your app, been using it for ages, underrated imho","March 16, 2019",5,"Kyle Souza"
117252,24," great software","March 16, 2019",5,"valdimar johannsson"
117253,24," Rajesha","March 16, 2019",4,"A Google user"
117254,24," fatanstic app","March 16, 2019",5,"A Google user"
117255,24," good nice image pic","March 16, 2019",5,"Md Rasel"
117256,24,"   ","March 16, 2019",5,"yogeshwar kalekar"
117257,24," not good","March 16, 2019",2,"A Google user"
117258,24," Unparalled Functions: Superb","March 16, 2019",5,"Dr. LAL SINGH RANA"
117259,24," achha hai","March 16, 2019",4,"cricket betting master"
117260,24," great","March 16, 2019",5,"A Google user"
117261,24," nice","March 16, 2019",5,"A Google user"
117262,24," good","March 16, 2019",5,"A Google user"
117263,24," nice","March 16, 2019",5,"A Google user"
117264,24," Great app","March 16, 2019",5,"Soul27 X"
117265,24," good apps","March 15, 2019",4,"The Panorama Entertainment"
117266,24," very bad","March 15, 2019",1,"A Google user"
117267,24," nice","March 15, 2019",5,"Leelu Ram"
117268,24," good apps for the best part","March 15, 2019",5,"A Google user"
117269,24," Error after update.","March 15, 2019",1,"yanuar arifianto"
117270,24," you should download this app it's so cool","March 15, 2019",5,"A Google user"
117271,24," I will use it for making youtube thumbnails","March 15, 2019",5,"Sr. Tariq"
117272,24," VERY USEFUL APP","March 15, 2019",5,"Ramneet Singh"
117273,24," nice application. i like this application very much. more feeture added to this application.","March 15, 2019",5,"A Google user"
117274,24," classssssssssss","March 15, 2019",5,"Pravin Kosare"
117275,24," very nice and good app jn nvvv very nice very nice very nice","March 15, 2019",5,"A Google user"
117276,24," need more update version. because this is a very good application. this apps i used from before 4 year, that time this apps size was only 540kb. it's a good application. really I'm happy with this application......","March 15, 2019",5,"subir mandal"
117277,24," need to shape crop","March 15, 2019",5,"A Google user"
117278,24," super apps","March 15, 2019",5,"A Google user"
117279,24," super pic","March 14, 2019",5,"A Google user"
117280,24," osm app","March 14, 2019",5,"shahid maliyakkal"
117281,24," Add Chroma Key Tool For images Cut Past And Update Loso Tool","March 14, 2019",5,"A Google user"
117282,24," nice photo editor","March 14, 2019",5,"Avijeet gupta unbeatable"
117283,24," ft","March 14, 2019",3,"Cherry Shark"
117284,24," Too GOOD...","March 14, 2019",4,"KIRANPAL SHETTY"
117285,24," nice","March 14, 2019",5,"A Google user"
117286,24," Love this app The reason I use it most is for downsizing photos that take up too much space. Tho I use several other functions quite often, & many of the other ones sporadically","March 14, 2019",5,"D.J. V."
117287,24," Good apk it's eazy for using","March 14, 2019",5,"oum mohamed"
117288,24," Doweled Hoy na","March 14, 2019",5,"Jb Jm"
117289,24," Tools are beyond expectations","March 14, 2019",5,"Chotanagpur updates"
117290,24," wish I could give some more Stars for this Super Photo Editor apps. may be I'm using this apps from last 4/5 years. I'm doing all my office work with it. I've used some different apps before finding this app, & the more I use this, the more I love this wonderful Photo editing apps. Now i don't have ...Full Reviewwish I could give some more Stars for this Super Photo Editor apps. may be I'm using this apps from last 4/5 years. I'm doing all my office work with it. I've used some different apps before finding this app, & the more I use this, the more I love this wonderful Photo editing apps. Now i don't have to use PC or Laptop. This app do all the works very well & completely perfect. & Its Free.. Please add video editing features also. Lastly & finally Many many thanks to developers & his team.","March 14, 2019",5,"Hafiz Shams"
117291,24," Wow this is one truly powerhouse photo editor.","March 14, 2019",5,"Kashif Kazi"
